kanji,kname,kstroke,kmeaning,kgrade,kunyomi_ja,kunyomi,onyomi_ja,onyomi,examples,radical,rad_order,rad_stroke,rad_name_ja,rad_name,rad_meaning,rad_position_ja,rad_position
漢,kan(ji),13,"Chinese, fellow",3,,n/a,カン,kan,"[ [ ""漢字（かんじ）"", ""Chinese characters"" ], [ ""漢語（かんご）"", ""Sino-Japanese word"" ], [ ""漢和辞典（かんわじてん）"", ""character dictionary"" ], [ ""熱血漢（ねっけつかん）"", ""hot-blooded person"" ] ]",⺡,76,3,さんずい,sanzui,water,へん,hen
貨,ka(motsu),11,"money, goods, property, freight",4,,n/a,カ,ka,"[ [ ""貨幣（かへい）"", ""money, currency, coinage"" ], [ ""貨物列車（かもつれっしゃ）"", ""freight train"" ], [ ""外貨（がいか）"", ""foreign money"" ], [ ""通貨（つうか）"", ""currency"" ], [ ""硬貨（こうか）"", ""coin [n.]"" ], [ ""雑貨（ざっか）"", ""general goods"" ], [ ""金貨（きんか）"", ""gold coin"" ] ]",⾙,187,7,かい,kai,"shell, property, wealth",,
芽,ga-me,8,"bud, sprout",4,め,me,ガ,ga,"[ [ ""麦芽（ばくが）"", ""malt"" ], [ ""胚芽（はいが）"", ""embryo bud, germ"" ], [ ""発芽する（はつがする）"", ""germinate, sprout [v.i.]"" ], [ ""芽（め）"", ""sprout [n.]"" ], [ ""新芽（しんめ）"", ""bud, shoot [n.]"" ], [ ""芽生える（めばえる）"", ""bud, sprout [v.i.]"" ] ]",⺾,71,3,くさかんむり,kusakanmuri,grass,かんむり,kanmuri
械,(ki)kai(kou),11,"mechanical contrivance, machine",4,,n/a,カイ,kai,"[ [ ""器械（きかい）"", ""instrument"" ], [ ""機械（きかい）"", ""machine, mechanism"" ], [ ""器械体操（きかいたいそう）"", ""apparatus gymnastics"" ], [ ""機械的な（きかいてきな）"", ""mechanical"" ], [ ""機械化する（きかいかする）"", ""mechanize"" ] ]",,98,4,きへん,kihen,"tree, wood",へん,hen
官,(saiban)kan,8,"government, government official, authorities",4,,n/a,カン,kan,"[ [ ""官房（かんぼう）"", ""government secretariat"" ], [ ""官邸（かんてい）"", ""official residence"" ], [ ""官僚（かんりょう）"", ""bureaucrat, government official"" ], [ ""官僚主義（かんりょうしゅぎ）"", ""bureaucracy"" ], [ ""長官（ちょうかん）"", ""chief, secretary"" ], [ ""警官（けいかん）"", ""policeman"" ], [ ""器官（きかん）"", ""organ"" ], [ ""裁判官（さいばんかん）"", ""judge [n.]"" ] ]",⼧,48,3,うかんむり,ukanmuri,"roof, house",かんむり,kanmuri
季,ki(go),8,season,4,,n/a,キ,ki,"[ [ ""季節（きせつ）"", ""season"" ], [ ""季語（きご）"", ""seasonal word"" ], [ ""季刊（きかん）"", ""quarterly"" ], [ ""四季（しき）"", ""four seasons"" ], [ ""夏季（かき）"", ""summer season"" ], [ ""冬季（とうき）"", ""winter season"" ], [ ""雨季（うき）"", ""rainy season"" ], [ ""乾季（かんき）"", ""dry season"" ] ]",⼦,46,3,こ,ko,"child, son",,
紀,ki(genzen),9,era,4,,n/a,キ,ki,"[ [ ""紀元（きげん）"", ""era, C. E."" ], [ ""紀元前（きげんぜん）"", ""B.C.E."" ], [ ""紀行文（きこうぶん）"", ""traveller's journal"" ], [ ""風紀（ふうき）"", ""public morals"" ], [ ""世紀（せいき）"", ""century, era"" ], [ ""21世紀（21せいき）"", ""21st century"" ] ]",,158,6,いとへん,itohen,thread,へん,hen
旗,hata(age),14,"flag, banner",4,はた,hata,キ,ki,"[ [ ""旗手（きしゅ）"", ""standard-bearer"" ], [ ""反旗（はんき）"", ""banner of revolt"" ], [ ""国旗（こっき）"", ""national flag"" ], [ ""半旗（はんき）"", ""flag at half-mast"" ], [ ""星条旗（せいじょうき）"", ""Stars and Stripes"" ], [ ""日章旗（にっしょうき）"", ""the Japanese flag"" ], [ ""旗（はた）"", ""flag"" ], [ ""手旗（てばた）"", ""semaphore flag"" ] ]",,91,4,ほうへん,houhen,"direction, flag",へん,hen
救,kyuu-suku(u),11,"save, rescue, aid",4,すく、すくう,"suku, sukuu",キュウ,kyuu,"[ [ ""救急車（きゅうきゅうしゃ）"", ""ambulance"" ], [ ""救世主（きゅうせいしゅ）"", ""savior, messiah, rescuer"" ], [ ""救世軍（きゅうせいぐん）"", ""Salvation Army"" ], [ ""救命ボート（きゅうめいボート）"", ""lifeboat"" ], [ ""救援活動（きゅうえんかつどう）"", ""rescue operation"" ], [ ""救出する（きゅうしゅつする）"", ""rescue [v.t.]"" ], [ ""救助する（きゅうじょする）"", ""aid, rescue [v.t.]"" ], [ ""救済する（きゅうさいする）"", ""aid, rescue, salvage, help"" ], [ ""救う（すくう）"", ""rescue, help"" ], [ ""救い主（すくいぬし）"", ""messiah"" ] ]",⺙,86,4,ぼくづくり,bokuzukuri,"activity, to strike, hit",つくり,tsukuri
挙,kyo-a(geru),10,"nominate, noteworthy act, raise",4,あ、あげる、あがる,"a, ageru, agaru",キョ,kyo,"[ [ ""挙党（きょとう）"", ""entire party"" ], [ ""挙動不審（きょどうふしん）"", ""suspicious conduct"" ], [ ""選挙（せんきょ）"", ""election"" ], [ ""暴挙（ぼうきょ）"", ""reckless action"" ], [ ""快挙（かいきょ）"", ""brilliant achievement"" ], [ ""一挙に（いっきょに）"", ""at a stroke, with a single swoop"" ], [ ""挙手する（きょしゅする）"", ""raise one's hand"" ], [ ""検挙する（けんきょする）"", ""arrest [v.t.]"" ], [ ""挙げる（あげる）"", ""raise, give, arrest [v.t.]"" ], [ ""挙げ句の果て（あげくのはて）"", ""on top of all that"" ], [ ""挙がる（あがる）"", ""rise, prosper, come up [v.i.]"" ] ]",⼿,84,4,て,te,hand,,
鏡,kyou-kagami,19,"mirror, optical instrument",4,かがみ,kagami,キョウ,kyou,"[ [ ""鏡台（きょうだい）"", ""dressing table"" ], [ ""望遠鏡（ぼうえんきょう）"", ""telescope"" ], [ ""顕微鏡（けんびきょう）"", ""microscope"" ], [ ""双眼鏡（そうがんきょう）"", ""binoculars, field glasses"" ], [ ""老眼鏡（ろうがんきょう）"", ""reading glasses"" ], [ ""鏡（かがみ）"", ""mirror"" ], [ ""手鏡（てかがみ）"", ""hand-mirror"" ], [ ""*眼鏡（めがね）"", ""eyeglasses"" ] ]",,206,8,かねへん,kanehen,"metal, gold, mineral",へん,hen
字,ji-aza,6,character,1,あざ,aza,ジ,ji,"[ [ ""字（じ）"", ""character, hand-writing"" ], [ ""漢字（かんじ）"", ""Chinese characters"" ], [ ""文字（もじ）"", ""character"" ], [ ""ローマ字（ローマじ）"", ""Roman letters (alphabet)"" ], [ ""数字（すうじ）"", ""numeral"" ], [ ""名字（みょうじ）"", ""family name"" ], [ ""習字（しゅうじ）"", ""penmanship"" ], [ ""赤字（あかじ）"", ""deficit"" ], [ ""大字（おおあざ）"", ""larger section (of village)"" ] ]",⼧,48,3,うかんむり,ukanmuri,"roof, house",かんむり,kanmuri
軍,gun(tai),9,army,4,,n/a,グン,gun,"[ [ ""軍（ぐん）"", ""army, force, troops"" ], [ ""軍隊（ぐんたい）"", ""army, troops"" ], [ ""軍人（ぐんじん）"", ""military personnel, soldier"" ], [ ""軍縮（ぐんしゅく）"", ""armament reduction"" ], [ ""軍事力（ぐんじりょく）"", ""military force, military strength"" ], [ ""軍国主義（ぐんこくしゅぎ）"", ""militarism"" ], [ ""空軍（くうぐん）"", ""air force"" ], [ ""陸軍（りくぐん）"", ""army"" ], [ ""海軍（かいぐん）"", ""navy"" ], [ ""敵軍（てきぐん）"", ""enemy army"" ], [ ""一軍（いちぐん）"", ""an army, entire army, first team"" ] ]",⾞,195,7,くるま,kuruma,"vehicle, wheel, car",,
郡,(tokushimaken-awa)gun,10,county,4,,n/a,グン,gun,"[ [ ""郡部（ぐんぶ）"", ""rural districts, counties"" ], [ ""郡県制度（ぐんけんせいど）"", ""county and prefecture system"" ], [ ""新田郡（にったぐん）"", ""Nitta County"" ] ]",⻏,73,3,おおざと,oozato,"village, country, city",つくり,tsukuri
径,(han)kei,8,"path, diameter",4,,n/a,ケイ,kei,"[ [ ""径路（けいろ）"", ""path, route, process"" ], [ ""直径（ちょっけい）"", ""diameter"" ], [ ""半径（はんけい）"", ""radius"" ], [ ""口径（こうけい）"", ""aperture, bore, calibre"" ], [ ""直情径行（ちょくじょうけいこう）"", ""straightforward, guileless"" ] ]",⼻,70,3,ぎょうにんべん,gyouninben,"step, stride, street, to go",へん,hen
候,sourou,10,"season, seasonal weather",4,そうろう,sourou,コウ,kou,"[ [ ""候補者（こうほしゃ）"", ""candidate, applicant"" ], [ ""気候（きこう）"", ""climate"" ], [ ""時候（じこう）"", ""season, time of the year"" ], [ ""天候（てんこう）"", ""weather"" ], [ ""兆候（ちょうこう）"", ""sign, indication, omen, symptom"" ], [ ""立候補する（りっこうほする）"", ""announce candidacy"" ], [ ""候文（そうろうぶん）"", ""writing in old epistolary style"" ], [ ""居候（いそうろう）"", ""someone living rent-free"" ] ]",⺅,11,2,にんべん,ninben,person ,へん,hen
航,kou(kuuki),10,"navigate, sail",4,,n/a,コウ,kou,"[ [ ""航海（こうかい）"", ""voyage, cruise, navigation"" ], [ ""航路（こうろ）"", ""course, route, run"" ], [ ""航空機（こうくうき）"", ""aircraft"" ], [ ""航空券（こうくうけん）"", ""air ticket"" ], [ ""航空便（こうくうびん）"", ""air mail"" ], [ ""航空会社（こうくうがいしゃ）"", ""airline company"" ], [ ""運航する（うんこうする）"", ""run (between), ply (the waters)"" ], [ ""難航する（なんこうする）"", ""make a difficult passage"" ] ]",,171,6,ふねへん,funehen,"ship, boat",へん,hen
札,satsu-fuda,5,"tag, bill, paper money, label",4,ふだ,fuda,サツ,satsu,"[ [ ""札（さつ）"", ""paper money"" ], [ ""札束（さつたば）"", ""roll of banknotes"" ], [ ""札入れ（さついれ）"", ""wallet, billfold"" ], [ ""偽札（にせさつ）"", ""counterfeit paper money"" ], [ ""標札（ひょうさつ）"", ""nameplate, doorplate"" ], [ ""改札口（かいさつぐち）"", ""ticket barrier, wicket"" ], [ ""千円札（せんえんさつ）"", ""1,000 Yen bill"" ], [ ""入札する（にゅうさつする）"", ""bid"" ], [ ""落札する（らくさつする）"", ""make a successful bid"" ], [ ""札（ふだ）"", ""note [n.]"" ], [ ""値札（ねふだ）"", ""price tag"" ], [ ""名札（なふだ）"", ""name plate, name tag"" ] ]",,98,4,きへん,kihen,"tree, wood",へん,hen
察,(kei)satsu,14,"inspect, guess, surmise, judge",4,,n/a,サツ,satsu,"[ [ ""警察（けいさつ）"", ""police"" ], [ ""検察（けんさつ）"", ""prosecutor"" ], [ ""洞察力（どうさつりょく）"", ""insight, discernment"" ], [ ""察知する（さっちする）"", ""sense, infer"" ], [ ""視察する（しさつする）"", ""inspect, observe"" ], [ ""査察する（ささつする）"", ""inspect, investigate"" ], [ ""診察する（しんさつする）"", ""perform a medical exam"" ], [ ""観察する（かんさつする）"", ""observe, survey"" ], [ ""推察する（すいさつする）"", ""guess, conjecture, surmise"" ], [ ""考察する（こうさつする）"", ""consider, inquire"" ], [ ""察する（さっする）"", ""guess, sense, presume"" ] ]",⼧,48,3,うかんむり,ukanmuri,"roof, house",かんむり,kanmuri
士,(riki)shi,3,"military man, profession suffix",4,,n/a,シ,shi,"[ [ ""士官（しかん）"", ""officer"" ], [ ""士農工商（しのうこうしょう）"", ""feudal hierarchy"" ], [ ""兵士（へいし）"", ""soldier"" ], [ ""騎士（きし）"", ""knight"" ], [ ""武士（ぶし）"", ""warrior, samurai"" ], [ ""紳士（しんし）"", ""gentleman"" ], [ ""名士（めいし）"", ""celebrity, personage"" ], [ ""同士（どうし）"", ""fellow, companion, comrade"" ], [ ""力士（りきし）"", ""sumo wrestler"" ], [ ""博士（はくし）"", ""PhD holder, learned man"" ], [ ""弁護士（べんごし）"", ""lawyer, attorney"" ], [ ""*博士（はかせ）"", ""expert, learned man"" ] ]",⼠,39,3,さむらい,samurai,"man, scholar, samurai",,
史,(sekai)shi,5,history,4,,n/a,シ,shi,"[ [ ""史跡（しせき）"", ""historical landmark"" ], [ ""史料（しりょう）"", ""historical sources"" ], [ ""史実（しじつ）"", ""historical fact"" ], [ ""史学科（しがくか）"", ""department of history"" ], [ ""歴史（れきし）"", ""history"" ], [ ""世界史（せかいし）"", ""world history"" ], [ ""日本史（にほんし）"", ""history of Japan"" ], [ ""美術史（びじゅつし）"", ""art history"" ], [ ""文学史（ぶんがくし）"", ""history of literature"" ] ]",⼝,34,3,くち,kuchi,mouth,,
司,(su)shi,5,"officiate, administer",4,,n/a,シ,shi,"[ [ ""司法（しほう）"", ""administration of justice, judicial"" ], [ ""司書（ししょ）"", ""librarian"" ], [ ""司祭（しさい）"", ""priest, rabbi"" ], [ ""司令官（しれいかん）"", ""commandant"" ], [ ""司会者（しかいしゃ）"", ""chairperson, moderator, MC"" ], [ ""上司（じょうし）"", ""boss, superior"" ], [ ""寿司（すし）"", ""sushi"" ], [ ""行司（ぎょうじ）"", ""sumo referee"" ] ]",⼝,34,3,くち,kuchi,mouth,,
好,kou-su(ki),6,"like, favorable",4,この、このむ、このみ、す、すき、すく、よ、よい、い、いい,"kono, konomu, konomi, su, suki, suku, yo, yoi, i, ii",コウ,kou,"[ [ ""好意（こうい）"", ""good will"" ], [ ""同好会（どうこうかい）"", ""club of like-minded people"" ], [ ""好調（こうちょう）"", ""favorable"" ], [ ""好み（このみ）"", ""inclination, taste"" ], [ ""好き（すき）"", ""like"" ], [ ""物好き（ものずき）"", ""(idle) curiosity"" ], [ ""お人好し（おひとよし）"", ""softhearted"" ], [ ""好い加減（いいかげん）"", ""unconvincing, irresponsible remark"" ] ]",,45,3,おんなへん,onnahen,woman,へん,hen
児,(nyuu)ji,7,child,4,,n/a,ジ、ニ,"ji, ni","[ [ ""児童（じどう）"", ""children, juvenile"" ], [ ""園児（えんじ）"", ""kindergarten pupil"" ], [ ""幼児（ようじ）"", ""infant, baby, child"" ], [ ""乳児（にゅうじ）"", ""infant, suckling baby"" ], [ ""育児（いくじ）"", ""childcare, nursing, upbringing"" ], [ ""胎児（たいじ）"", ""embryo"" ], [ ""二歳児（にさいじ）"", ""two-year-old"" ], [ ""産児制限（さんじせいげん）"", ""birth control"" ], [ ""小児科（しょうにか）"", ""pediatrics"" ], [ ""*稚児（ちご）"", ""child in a festival procession"" ] ]",⼉,13,2,ひとあし,hitoashi,human legs,あし,ashi
辞,ji-ya(meru),13,"word, resign, quit",4,や、やめる,"ya, yameru",ジ,ji,"[ [ ""辞典（じてん）"", ""dictionary"" ], [ ""辞書（じしょ）"", ""dictionary, lexicon"" ], [ ""辞表（じひょう）"", ""letter of resignation"" ], [ ""祝辞（しゅくじ）"", ""congratulatory address"" ], [ ""お世辞（おせじ）"", ""flattery, compliment"" ], [ ""お辞儀（おじぎ）"", ""bow [n.]"" ], [ ""辞退する（じたいする）"", ""refuse, decline"" ], [ ""辞職する（じしょく）"", ""resign"" ], [ ""辞める（やめる）"", ""resign, retire"" ] ]",⾟,197,7,からい,karai,bitter,,
周,shuu-mawa(ri),8,"lap, periphery, circumference",4,まわ、まわり,"mawa, mawari",シュウ,shuu,"[ [ ""周囲（しゅうい）"", ""perimeter, surroundings"" ], [ ""周辺（しゅうへん）"", ""outskirts, peripheral"" ], [ ""周期（しゅうき）"", ""cycle, period"" ], [ ""周波数（しゅうはすう）"", ""frequency"" ], [ ""周遊券（しゅうゆうけん）"", ""excursion ticket"" ], [ ""円周（えんしゅう）"", ""circumference"" ], [ ""一周忌（いっしゅうき）"", ""first anniversary of a death"" ], [ ""百周年（ひゃくしゅうねん）"", ""centennial"" ], [ ""一周する（いっしゅうする）"", ""go around once"" ], [ ""周り（まわり）"", ""perimeter, surroundings"" ] ]",⼝,34,3,くち,kuchi,mouth,,
順,jun(ban),12,"order, obey, sequence",4,,n/a,ジュン,jun,"[ [ ""順（じゅん）"", ""order, turn [n.]"" ], [ ""順番（じゅんばん）"", ""order, turn [n.]"" ], [ ""順序（じゅんじょ）"", ""order, sequence, procedure"" ], [ ""順位（じゅんい）"", ""order, rank, precedence"" ], [ ""順路（じゅんろ）"", ""route"" ], [ ""順風満帆（じゅんぷうまんぱん）"", ""smooth sailing"" ], [ ""道順（みちじゅん）"", ""itinerary, route"" ], [ ""手順（てじゅん）"", ""process, procedure, protocol"" ], [ ""筆順（ひつじゅん）"", ""stroke order"" ], [ ""先着順（せんちゃくじゅん）"", ""order of arrival"" ], [ ""順調な（じゅんちょうな）"", ""favorable, alright"" ], [ ""従順な（じゅうじゅんな）"", ""obedient, submissive"" ] ]",⾴,217,9,おおがい,oogai,"head, page",つくり,tsukuri
松,shou-matsu,8,pine,4,まつ,matsu,ショウ,shou,"[ [ ""松竹梅（しょうちくばい）"", ""pine, bamboo, plum"" ], [ ""松（まつ）"", ""pine tree, highest rank"" ], [ ""松林（まつばやし）"", ""pine forest"" ], [ ""松葉（まつば）"", ""pine needle"" ], [ ""松茸（まつたけ）"", ""matsutake mushroom"" ], [ ""門松（かどまつ）"", ""New Year's decorative pine trees"" ] ]",,98,4,きへん,kihen,"tree, wood",へん,hen
唱,(banzaisan)shou,11,sing,4,とな、となえる,"tona, tonaeru",ショウ,shou,"[ [ ""万歳三唱（ばんざいさんしょう）"", ""three cheers"" ], [ ""唱和する（しょうわする）"", ""sing/cheer in chorus"" ], [ ""合唱する（がっしょうする）"", ""sing in chorus"" ], [ ""独唱する（どくしょうする）"", ""sing a solo"" ], [ ""暗唱する（あんしょうする）"", ""recite (from memory)"" ], [ ""提唱する（ていしょうする）"", ""propose, advocate"" ], [ ""唱える（となえる）"", ""recite, chant, call upon"" ] ]",,35,3,くちへん,kuchihen,mouth,へん,hen
照,te(rasu),13,"illuminate, shine",4,て、てる、てらす、てれる,"te, teru, terasu, tereru",ショウ,shou,"[ [ ""照明（しょうめい）"", ""illumination, lighting"" ], [ ""残照（ざんしょう）"", ""afterglow"" ], [ ""日照権（にっしょうけん）"", ""the right to sunshine"" ], [ ""対照的な（たいしょうてきな）"", ""contrastive"" ], [ ""照合する（しょうごうする）"", ""collate, compare"" ], [ ""照会する（しょうかいする）"", ""make inquiries"" ], [ ""参照する（さんしょうする）"", ""compare, consult, refer to"" ], [ ""照る（てる）"", ""shine [v.i.]"" ], [ ""照らす（てらす）"", ""illuminate [v.t.]"" ], [ ""照れる（てれる）"", ""be shy, feel awkward"" ], [ ""照れくさい（てれくさい）"", ""be embarrassed"" ] ]",⺣,112,4,れっか,rekka,fire,あし,ashi
臣,(chuu)shin(gura),7,retainer,4,,n/a,シン、ジン,"shin, jin","[ [ ""臣下（しんか）"", ""retainer"" ], [ ""家臣（かしん）"", ""vassal, retainer"" ], [ ""重臣（じゅうしん）"", ""chief vassal, senior statesman"" ], [ ""忠臣（ちゅうしん）"", ""loyal retainer, loyal subject"" ], [ ""大臣（だいじん）"", ""cabinet minister"" ], [ ""総理大臣（そうりだいじん）"", ""Prime Minister"" ] ]",⾂,203,6,しん,shin,"retainer, minister",,
浅,asa(i),9,shallow,4,あさ、あさい,"asa, asai",セン,sen,"[ [ ""浅海（せんかい）"", ""shallow sea"" ], [ ""浅学（せんがく）"", ""superficial knowledge"" ], [ ""浅薄な（せんぱくな）"", ""shallow, superficial"" ], [ ""浅い（あさい）"", ""shallow, superficial"" ], [ ""浅瀬（あさせ）"", ""shoal, shallows, sand bar, ford"" ], [ ""浅黒い（あさぐろい）"", ""darkish, swarthy"" ], [ ""浅はかな（あさはかな）"", ""frivolous, thoughtless"" ], [ ""遠浅（とおあさ）"", ""wide shallow beach"" ] ]",⺡,76,3,さんずい,sanzui,water,へん,hen
倉,sou-kura,10,"storehouse, warehouse, depository",4,くら,kura,ソウ,sou,"[ [ ""倉庫（そうこ）"", ""storehouse, warehouse"" ], [ ""穀倉（こくそう）"", ""granary"" ], [ ""弾倉（だんそう）"", ""magazine (gun)"" ], [ ""正倉院（しょうそういん）"", ""Shosouin"" ], [ ""倉（くら）"", ""warehouse, cellar, depository"" ], [ ""倉荷（くらに）"", ""warehouse goods"" ] ]",𠆢,12,2,ひとやね,hitoyane,person ,かんむり,kanmuri
終,o(waru),11,end,3,お、おわり、おわらせる、おわる、おえる,"o, owari, owaraseru, owaru, oeru",シュウ,shuu,"[ [ ""終了する（しゅうりょうする）"", ""end [v.i., v.t.]"" ], [ ""終戦（しゅうせん）"", ""end of war"" ], [ ""最終（さいしゅう）"", ""final"" ], [ ""終点（しゅうてん）"", ""last stop (e.g. train)"" ], [ ""終わる（おわる）"", ""finish [v.i.]"" ], [ ""終える（おえる）"", ""finish [v.t.]"" ], [ ""終わらせる（おわらせる）"", ""make something finish"" ] ]",,158,6,いとへん,itohen,thread,へん,hen
巣,sou-su,11,nest,4,す,su,ソウ,sou,"[ [ ""卵巣（らんそう）"", ""ovary"" ], [ ""病巣（びょうそう）"", ""focus (of a disease)"" ], [ ""帰巣本能（きそうほんのう）"", ""homing instinct"" ], [ ""巣（す）"", ""nest, haunt, hive"" ], [ ""巣箱（すばこ）"", ""nest box"" ], [ ""古巣（ふるす）"", ""old haunts, former homes"" ], [ ""空き巣（あきす）"", ""sneak thief, empty nest"" ], [ ""巣立つ（すだつ）"", ""leave the nest"" ] ]",⺌,51,3,しょうかんむり,shoukanmuri,small,かんむり,kanmuri
孫,mago,10,grandchild,4,まご,mago,ソン,son,"[ [ ""子孫（しそん）"", ""descendants, posterity"" ], [ ""皇孫（こうそん）"", ""imperial grandchild"" ], [ ""孫（まご）"", ""grandchild"" ], [ ""孫娘（まごむすめ）"", ""granddaughter"" ], [ ""孫弟子（まごでし）"", ""disciples of one's disciples"" ], [ ""曾孫（ひまご）"", ""great-grandchild"" ] ]",,47,3,こへん,kohen,"child, son",へん,hen
帯,obi,10,"belt, wear, zone",4,お、おびる、おび,"o, obiru, obi",タイ,tai,"[ [ ""地帯（ちたい）"", ""area, zone"" ], [ ""一帯（いったい）"", ""region, zone, whole place"" ], [ ""包帯（ほうたい）"", ""bandage, dressing"" ], [ ""所帯（しょたい）"", ""household, housekeeping"" ], [ ""時間帯（じかんたい）"", ""time zone, time slot"" ], [ ""連帯感（れんたいかん）"", ""feeling of solidarity"" ], [ ""熱帯雨林（ねったいうりん）"", ""tropical rainforest"" ], [ ""携帯電話（けいたいでんわ）"", ""cell phone"" ], [ ""携帯する（けいたいする）"", ""carry, bring"" ], [ ""帯びる（おびる）"", ""wear, carry, have"" ], [ ""帯（おび）"", ""obi, kimono belt"" ], [ ""帯状（おびじょう）"", ""belt-shaped"" ] ]",⼱,59,3,はば,haba,cloth,,
隊,(gun)tai,12,"party, squad, unit",4,,n/a,タイ,tai,"[ [ ""隊（たい）"", ""party, company, body, corps"" ], [ ""隊員（たいいん）"", ""group members"" ], [ ""隊長（たいちょう）"", ""commanding officer"" ], [ ""楽隊（がくたい）"", ""band, orchestra"" ], [ ""軍隊（ぐんたい）"", ""army, troops"" ], [ ""兵隊（へいたい）"", ""soldier, sailor"" ], [ ""自衛隊（じえいたい）"", ""self-defense force"" ], [ ""デモ隊（デモたい）"", ""group of demonstrators"" ], [ ""捜査隊（そうさたい）"", ""investigative team"" ], [ ""警官隊（けいかんたい）"", ""police force"" ], [ ""探検隊（たんけんたい）"", ""exploration party"" ], [ ""入隊する（にゅうたいする）"", ""enlist [v.i.]"" ] ]",⻖,74,3,こざとへん,kozatohen,"hill, mound",へん,hen
仲,(koi)naka,6,"intermediary, personal relations, relation",4,なか,naka,チュウ,chuu,"[ [ ""仲介者（ちゅうかいしゃ）"", ""mediator, go-between"" ], [ ""仲裁人（ちゅうさいにん）"", ""arbitrator, mediator"" ], [ ""仲介する（ちゅうかいする）"", ""mediate, intercede"" ], [ ""仲裁する（ちゅうさいする）"", ""arbitrate, mediate"" ], [ ""仲（なか）"", ""relation, relationship"" ], [ ""仲間（なかま）"", ""friend, fellow, companion"" ], [ ""仲居（なかい）"", ""waitress"" ], [ ""仲買人（なかがいにん）"", ""broker, middleman"" ], [ ""仲立ち（なかだち）"", ""mediation, mediator, agent"" ], [ ""仲直りする（なかなおりする）"", ""reconcile, make peace"" ], [ ""*仲人（なこうど）"", ""matchmaker (for marriages)"" ] ]",⺅,11,2,にんべん,ninben,person ,へん,hen
貯,cho(kin),12,"lay-up, storage, store",4,,n/a,チョ,cho,"[ [ ""貯水池（ちょすいち）"", ""reservoir"" ], [ ""預貯金（よちょきん）"", ""deposits and savings"" ], [ ""貯金する（ちょきんする）"", ""save money, deposit money"" ], [ ""貯蓄する（ちょちくする）"", ""save (up money)"" ], [ ""貯蔵する（ちょぞうする）"", ""store, preserve"" ] ]",,188,7,かいへん,kaihen,"shell, property, wealth",へん,hen
兆,chou-kiza(shi),6,"omen, trillion",4,きざ、きざす、きざし,"kiza, kizasu, kizashi",チョウ,chou,"[ [ ""兆（ちょう）"", ""trillion, billion"" ], [ ""兆候（ちょうこう）"", ""sign, omen, symptom"" ], [ ""前兆（ぜんちょう）"", ""omen, portent, sign"" ], [ ""吉兆（きっちょう）"", ""lucky omen"" ], [ ""一兆（いっちょう）"", ""1,000,000,000,000, trillion"" ], [ ""兆す（きざす）"", ""show signs or indications"" ], [ ""兆し（きざし）"", ""signs, omens, symptoms"" ] ]",⼉,13,2,ひとあし,hitoashi,human legs,あし,ashi
腸,(mou)chou,13,intestines,4,,n/a,チョウ,chou,"[ [ ""腸（ちょう）"", ""guts, bowels, intestines"" ], [ ""腸炎（ちょうえん）"", ""enteritis"" ], [ ""胃腸（いちょう）"", ""stomach, intestines"" ], [ ""大腸（だいちょう）"", ""colon"" ], [ ""小腸（しょうちょう）"", ""small intestine"" ], [ ""盲腸（もうちょう）"", ""appendix, caecum"" ], [ ""断腸の思い（だんちょうのおもい）"", ""heartrending grief"" ] ]",,96,4,にくづき,nikuzuki,"meat, flesh",,
底,tei-soko,8,bottom,4,そこ,soko,テイ,tei,"[ [ ""底流（ていりゅう）"", ""undercurrent"" ], [ ""底辺（ていへん）"", ""base, bottom"" ], [ ""海底（かいてい）"", ""bottom of the ocean"" ], [ ""根底（こんてい）"", ""root, basis, foundation"" ], [ ""基底（きてい）"", ""base, ground [n.]"" ], [ ""徹底的に（てっていてきに）"", ""thoroughly, completely"" ], [ ""底（そこ）"", ""bottom, sole"" ], [ ""底値（そこね）"", ""bottom price"" ], [ ""川底（かわぞこ）"", ""riverbed"" ], [ ""靴底（くつぞこ）"", ""shoe sole"" ], [ ""どん底（どんぞこ）"", ""very bottom"" ] ]",⼴,63,3,まだれ,madare,slanting roof,たれ,tare
典,(shiki)ten,8,"standard work, canon, law code, ceremony",4,,n/a,テン,ten,"[ [ ""典礼（てんれい）"", ""ceremony, ritual, etiquette"" ], [ ""辞典（じてん）"", ""dictionary"" ], [ ""事典（じてん）"", ""cyclopedia, encyclopedia"" ], [ ""原典（げんてん）"", ""original"" ], [ ""古典（こてん）"", ""old book, classics, classic"" ], [ ""聖典（せいてん）"", ""scriptures"" ], [ ""法典（ほうてん）"", ""code of law, body of law"" ], [ ""式典（しきてん）"", ""ceremony, rites"" ], [ ""祭典（さいてん）"", ""festival"" ], [ ""香典（こうでん）"", ""gift given at a funeral"" ], [ ""典型的な（てんけいてきな）"", ""typical, representative"" ] ]",⼋,15,2,はち,hachi,eight,,
始,haji(maru),8,begin,3,はじ、はじまる、はじめる,"haji, hajimaru, hajimeru",シ,shi,"[ [ ""開始する（かいしする）"", ""start"" ], [ ""年始（ねんし）"", ""beginning of the year"" ], [ ""始業式（しぎょうしき）"", ""opening ceremony (for a school)"" ], [ ""始発（しはつ）"", ""first train/bus"" ], [ ""始まる（はじまる）"", ""begin [v.i.]"" ], [ ""始める（はじめる）"", ""begin [v.t.]"" ] ]",,45,3,おんなへん,onnahen,woman,へん,hen
